Record Length,2500,Points,,,Tiempo,Voltaje,
,,,,2,3000000,-2.960.000.038,
,,,,2,3000000,-3.039.999.962,
,,,,2,3000000,-3.039.999.962,
,,,,2,3000000,-2.960.000.038,
,,,,2,3000000,-2.960.000.038,
,,,,2,4000000,-3.039.999.962,
,,,,2,4000000,-2.960.000.038,
,,,,2,4000000,-3.039.999.962,
,,,,2,4000000,-3.120.000.076,
,,,,2,4000000,-3.120.000.076,
,,,,2,5000000,-3.120.000.076,
,,,,2,5000000,-3.039.999.962,
,,,,2,5000000,-3.120.000.076,
,,,,2,5000000,-3.120.000.076,
,,,,2,5000000,-3.120.000.076,
,,,,2,6000000,-3.200.000.000,
,,,,2,6000000,-3.200.000.000,
,,,,2,6000000,-3.200.000.000,
,,,,2,6000000,-3.200.000.000,
,,,,2,6000000,-3.200.000.000,
,,,,2,7000000,-3.200.000.000,
,,,,2,7000000,-3.200.000.000,
,,,,2,7000000,-3.279.999.924,
,,,,2,7000000,-3.279.999.924,
,,,,2,7000000,-3.279.999.924,
,,,,2,8000000,-3.279.999.924,
,,,,2,8000000,-3.279.999.924,
,,,,2,8000000,-3.279.999.924,
,,,,2,8000000,-3.279.999.924,
,,,,2,8000000,-3.360.000.229,
,,,,2,9000000,-3.360.000.229,
,,,,2,9000000,-3.360.000.229,
,,,,2,9000000,-3.360.000.229,
,,,,2,9000000,-3.360.000.229,
,,,,2,9000000,-3.360.000.229,
,,,,2,10000000,-3.360.000.229,
,,,,2,10000000,-3.440.000.153,
,,,,2,10000000,-3.360.000.229,
,,,,2,10000000,-3.440.000.153,
,,,,2,10000000,-3.440.000.153,
,,,,2,11000000,-3.440.000.153,
,,,,2,11000000,-3.440.000.153,
,,,,2,11000000,-3.440.000.153,
,,,,2,11000000,-3.440.000.153,
,,,,2,11000000,-3.520.000.076,
,,,,2,12000000,-3.440.000.153,
,,,,2,12000000,-3.520.000.076,
,,,,2,12000000,-3.440.000.153,
,,,,2,12000000,-3.440.000.153,
,,,,2,12000000,-3.520.000.076,
,,,,2,13000000,-3.520.000.076,
,,,,2,13000000,-3.520.000.076,
,,,,2,13000000,-3.520.000.076,
,,,,2,13000000,-3.520.000.076,
,,,,2,13000000,-3.600.000.000,
,,,,2,14000000,-3.520.000.076,
,,,,2,14000000,-3.600.000.000,
,,,,2,14000000,-3.600.000.000,
,,,,2,14000000,-3.520.000.076,
,,,,2,14000000,-3.600.000.000,
,,,,2,15000000,-3.600.000.000,
,,,,2,15000000,-3.600.000.000,
,,,,2,15000000,-3.679.999.924,
,,,,2,15000000,-3.600.000.000,
,,,,2,15000000,-3.679.999.924,
,,,,2,16000000,-3.600.000.000,
,,,,2,16000000,-3.600.000.000,
,,,,2,16000000,-3.760.000.229,
,,,,2,16000000,-3.679.999.924,
,,,,2,16000000,-3.679.999.924,
,,,,2,17000000,-3.679.999.924,
,,,,2,17000000,-3.679.999.924,
,,,,2,17000000,-3.679.999.924,
,,,,2,17000000,-3.760.000.229,
,,,,2,17000000,-3.760.000.229,
,,,,2,18000000,-3.840.000.153,
,,,,2,18000000,-3.679.999.924,
,,,,2,18000000,-3.840.000.153,
,,,,2,18000000,-3.760.000.229,
,,,,2,18000000,-3.760.000.229,
,,,,2,19000000,-3.840.000.153,
,,,,2,19000000,-3.760.000.229,
,,,,2,19000000,-3.840.000.153,
,,,,2,19000000,-3.840.000.153,
,,,,2,19000000,-3.760.000.229,
,,,,2,20000000,-3.920.000.076,
,,,,2,20000000,-3.840.000.153,
,,,,2,20000000,-3.840.000.153,
,,,,2,20000000,-3.920.000.076,
,,,,2,20000000,-3.840.000.153,
,,,,2,21000000,-3.920.000.076,
,,,,2,21000000,-3.920.000.076,
,,,,2,21000000,-3.840.000.153,
,,,,2,21000000,-4.000.000.000,
,,,,2,21000000,-3.840.000.153,
,,,,2,22000000,-3.920.000.076,
,,,,2,22000000,-3.920.000.076,
,,,,2,22000000,-3.920.000.076,
,,,,2,22000000,-4.000.000.000,
,,,,2,22000000,-3.920.000.076,
,,,,2,23000000,-4.000.000.000,
,,,,2,23000000,-4.000.000.000,
,,,,2,23000000,-3.920.000.076,
,,,,2,23000000,-4.000.000.000,
,,,,2,23000000,-4.000.000.000,
,,,,2,24000000,-4.000.000.000,
,,,,2,24000000,-4.079.999.924,
,,,,2,24000000,-4.000.000.000,
,,,,2,24000000,-4.079.999.924,
,,,,2,24000000,-4.079.999.924,
,,,,2,25000000,-4.000.000.000,
,,,,2,25000000,-4.079.999.924,
,,,,2,25000000,-4.000.000.000,
,,,,2,25000000,-4.000.000.000,
,,,,2,25000000,-4.079.999.924,
,,,,2,26000000,-4.079.999.924,
,,,,2,26000000,-4.160.000.229,
,,,,2,26000000,-4.079.999.924,
,,,,2,26000000,-4.079.999.924,
,,,,2,26000000,-4.160.000.229,
,,,,2,27000000,-4.079.999.924,
,,,,2,27000000,-4.160.000.229,
,,,,2,27000000,-4.160.000.229,
,,,,2,27000000,-4.079.999.924,
,,,,2,27000000,-4.160.000.229,
,,,,2,28000000,-4.160.000.229,
,,,,2,28000000,-4.160.000.229,
,,,,2,28000000,-4.160.000.229,
,,,,2,28000000,-4.079.999.924,
,,,,2,28000000,-4.160.000.229,
,,,,2,29000000,-4.160.000.229,
,,,,2,29000000,-4.160.000.229,
,,,,2,29000000,-4.240.000.153,
,,,,2,29000000,-4.160.000.229,
,,,,2,29000000,-4.160.000.229,
,,,,2,30000000,-4.240.000.153,
,,,,2,30000000,-4.160.000.229,
,,,,2,30000000,-4.240.000.153,
,,,,2,30000000,-4.240.000.153,
,,,,2,30000000,-4.160.000.229,
,,,,2,31000000,-4.320.000.076,
,,,,2,31000000,-4.160.000.229,
,,,,2,31000000,-4.240.000.153,
,,,,2,31000000,-4.240.000.153,
,,,,2,31000000,-4.240.000.153,
,,,,2,32000000,-4.240.000.153,
,,,,2,32000000,-4.240.000.153,
,,,,2,32000000,-4.240.000.153,
,,,,2,32000000,-4.320.000.076,
,,,,2,32000000,-4.240.000.153,
,,,,2,33000000,-4.320.000.076,
,,,,2,33000000,-4.240.000.153,
,,,,2,33000000,-4.240.000.153,
,,,,2,33000000,-4.320.000.076,
,,,,2,33000000,-4.320.000.076,
,,,,2,34000000,-4.320.000.076,
,,,,2,34000000,-4.320.000.076,
,,,,2,34000000,-4.240.000.153,
,,,,2,34000000,-4.320.000.076,
,,,,2,34000000,-4.320.000.076,
,,,,2,35000000,-4.320.000.076,
,,,,2,35000000,-4.320.000.076,
,,,,2,35000000,-4.320.000.076,
,,,,2,35000000,-4.320.000.076,
,,,,2,35000000,-4.320.000.076,
,,,,2,36000000,-4.320.000.076,
,,,,2,36000000,-4.320.000.076,
,,,,2,36000000,-4.320.000.076,
,,,,2,36000000,-4.320.000.076,
,,,,2,36000000,-4.320.000.076,
,,,,2,37000000,-4.320.000.076,
,,,,2,37000000,-4.320.000.076,
,,,,2,37000000,-4.320.000.076,
,,,,2,37000000,-4.400.000.000,
,,,,2,37000000,-4.400.000.000,
,,,,2,38000000,-4.320.000.076,
,,,,2,38000000,-4.400.000.000,
,,,,2,38000000,-4.320.000.076,
,,,,2,38000000,-4.320.000.076,
,,,,2,38000000,-4.400.000.000,
,,,,2,39000000,-4.320.000.076,
,,,,2,39000000,-4.479.999.924,
,,,,2,39000000,-4.400.000.000,
,,,,2,39000000,-4.320.000.076,
,,,,2,39000000,-4.400.000.000,
,,,,2,40000000,-4.400.000.000,
,,,,2,40000000,-4.400.000.000,
,,,,2,40000000,-4.400.000.000,
,,,,2,40000000,-4.400.000.000,
,,,,2,40000000,-4.400.000.000,
,,,,2,41000000,-4.400.000.000,
,,,,2,41000000,-4.400.000.000,
,,,,2,41000000,-4.400.000.000,
,,,,2,41000000,-4.400.000.000,
,,,,2,41000000,-4.400.000.000,
,,,,2,42000000,-4.400.000.000,
,,,,2,42000000,-4.400.000.000,
,,,,2,42000000,-4.400.000.000,
,,,,2,42000000,-4.400.000.000,
,,,,2,42000000,-4.400.000.000,
,,,,2,43000000,-4.400.000.000,
,,,,2,43000000,-4.400.000.000,
,,,,2,43000000,-4.479.999.924,
,,,,2,43000000,-4.400.000.000,
,,,,2,43000000,-4.400.000.000,
,,,,2,44000000,-4.400.000.000,
,,,,2,44000000,-4.479.999.924,
,,,,2,44000000,-4.400.000.000,
,,,,2,44000000,-4.400.000.000,
,,,,2,44000000,-4.400.000.000,
,,,,2,45000000,-4.400.000.000,
,,,,2,45000000,-4.400.000.000,
,,,,2,45000000,-4.400.000.000,
,,,,2,45000000,-4.400.000.000,
,,,,2,45000000,-4.400.000.000,
,,,,2,46000000,-4.400.000.000,
,,,,2,46000000,-4.400.000.000,
,,,,2,46000000,-4.400.000.000,
,,,,2,46000000,-4.400.000.000,
,,,,2,46000000,-4.400.000.000,
,,,,2,47000000,-4.479.999.924,
,,,,2,47000000,-4.479.999.924,
,,,,2,47000000,-4.479.999.924,
,,,,2,47000000,-4.479.999.924,
,,,,2,47000000,-4.479.999.924,
,,,,2,48000000,-4.479.999.924,
,,,,2,48000000,-4.400.000.000,
,,,,2,48000000,-4.400.000.000,
,,,,2,48000000,-4.479.999.924,
,,,,2,48000000,-4.400.000.000,
,,,,2,49000000,-4.400.000.000,
,,,,2,49000000,-4.479.999.924,
,,,,2,49000000,-4.400.000.000,
,,,,2,49000000,-4.400.000.000,
,,,,2,49000000,-4.479.999.924,
,,,,2,50000000,-4.479.999.924,
,,,,2,50000000,-4.479.999.924,
,,,,2,50000000,-4.479.999.924,
,,,,2,50000000,-4.400.000.000,
,,,,2,50000000,-4.479.999.924,
,,,,2,51000000,-4.479.999.924,
,,,,2,51000000,-4.560.000.229,
,,,,2,51000000,-4.400.000.000,
,,,,2,51000000,-4.479.999.924,
,,,,2,51000000,-4.400.000.000,
,,,,2,52000000,-4.400.000.000,
,,,,2,52000000,-4.479.999.924,
,,,,2,52000000,-4.479.999.924,
,,,,2,52000000,-4.400.000.000,
,,,,2,52000000,-4.400.000.000,
,,,,2,53000000,-4.400.000.000,
,,,,2,53000000,-4.479.999.924,
,,,,2,53000000,-4.479.999.924,
,,,,2,53000000,-4.400.000.000,
,,,,2,53000000,-4.479.999.924,
,,,,2,54000000,-4.400.000.000,
,,,,2,54000000,-4.400.000.000,
,,,,2,54000000,-4.400.000.000,
,,,,2,54000000,-4.400.000.000,
,,,,2,54000000,-4.400.000.000,
,,,,2,55000000,-4.400.000.000,
,,,,2,55000000,-4.400.000.000,
,,,,2,55000000,-4.400.000.000,
,,,,2,55000000,-4.400.000.000,
,,,,2,55000000,-4.400.000.000,
,,,,2,56000000,-4.400.000.000,
,,,,2,56000000,-4.400.000.000,
,,,,2,56000000,-4.400.000.000,
,,,,2,56000000,-4.479.999.924,
,,,,2,56000000,-4.400.000.000,
,,,,2,57000000,-4.400.000.000,
,,,,2,57000000,-4.400.000.000,
,,,,2,57000000,-4.400.000.000,
,,,,2,57000000,-4.400.000.000,
,,,,2,57000000,-4.400.000.000,
,,,,2,58000000,-4.400.000.000,
,,,,2,58000000,-4.400.000.000,
,,,,2,58000000,-4.320.000.076,
,,,,2,58000000,-4.400.000.000,
,,,,2,58000000,-4.320.000.076,
,,,,2,59000000,-4.320.000.076,
,,,,2,59000000,-4.400.000.000,
,,,,2,59000000,-4.320.000.076,
,,,,2,59000000,-4.400.000.000,
,,,,2,59000000,-4.320.000.076,
,,,,2,60000000,-4.320.000.076,
,,,,2,60000000,-4.400.000.000,
,,,,2,60000000,-4.320.000.076,
,,,,2,60000000,-4.320.000.076,
,,,,2,60000000,-4.320.000.076,
,,,,2,61000000,-4.320.000.076,
,,,,2,61000000,-4.320.000.076,
,,,,2,61000000,-4.320.000.076,
,,,,2,61000000,-4.320.000.076,
,,,,2,61000000,-4.400.000.000,
,,,,2,62000000,-4.320.000.076,
,,,,2,62000000,-4.320.000.076,
,,,,2,62000000,-4.320.000.076,
,,,,2,62000000,-4.240.000.153,
,,,,2,62000000,-4.320.000.076,
,,,,2,63000000,-4.320.000.076,
,,,,2,63000000,-4.320.000.076,
,,,,2,63000000,-4.320.000.076,
,,,,2,63000000,-4.320.000.076,
,,,,2,63000000,-4.320.000.076,
,,,,2,64000000,-4.240.000.153,
,,,,2,64000000,-4.240.000.153,
,,,,2,64000000,-4.320.000.076,
,,,,2,64000000,-4.240.000.153,
,,,,2,64000000,-4.320.000.076,
,,,,2,65000000,-4.240.000.153,
,,,,2,65000000,-4.240.000.153,
,,,,2,65000000,-4.320.000.076,
,,,,2,65000000,-4.240.000.153,
,,,,2,65000000,-4.240.000.153,
,,,,2,66000000,-4.320.000.076,
,,,,2,66000000,-4.160.000.229,
,,,,2,66000000,-4.240.000.153,
,,,,2,66000000,-4.240.000.153,
,,,,2,66000000,-4.160.000.229,
,,,,2,67000000,-4.240.000.153,
,,,,2,67000000,-4.160.000.229,
